ticket_id|alarm|started_ts|ended_ts|solved_by|src_system|site_visit|priority
T_0019511|50014048|2018-06-18 01:54:21|18-06-2018 02.31.26|team30|OP2|0|3
T_0019512|50029842|2018-11-03 14:44:46|03-11-2018 15.21.39|team30|OP2|0|1
T_0019513|50016980|2018-05-30 13:28:33|30-05-2018 14.07.48|team30|OP2|0|3
T_0019514|50048369|2018-03-09 17:08:37|09/03/2018 18:02:38|team68|OP1|0|1
T_0019515|50017742|2018-08-31 13:59:38|31/08/2018 14:49:53|team34|OP1|0|3
T_0019516|50012598|2018-06-12 22:30:02|12/06/2018 23:20:04|team48|OP1|0|3
T_0019517|50012600|2018-05-19 23:08:49||team48|OP1|0|3
T_0019518|50031766|2018-03-02 16:16:06|02-03-2018 16.48.49|team48|OP2|0|1
T_0019519|50007665|2018-10-07 14:52:18|07/10/2018 15:38:58|team78|OP1|0|2
T_0019520|50026026|2018-12-17 21:40:29|17-12-2018 22.16.53|team34|OP2|1|3
T_0019521|50003562|2018-11-03 16:52:44||team34|OP2|0|3
T_0019522|50029755|2018-09-27 10:49:53|27/09/2018 11:46:07|team34|OP1|0|3
T_0019523|50047828|2018-08-11 11:28:53|11-08-2018 12.20.06|team34|OP2|0|2
T_0019524|50037966|2018-05-01 05:06:56|01-05-2018 05.48.32|team28|OP2|1|3
T_0019525|50004513|2018-05-09 15:47:25|09-05-2018 16.32.22|team68|OP2|0|2
T_0019526|50049396|2018-05-06 18:23:42||team48|OP1|0|2
T_0019527|50027324|2018-03-15 00:34:27|15-03-2018 01.26.56|team33|OP2|0|2
T_0019528|50048208|2018-01-02 08:39:49|02-01-2018 09.39.23|team30|OP2|0|3
T_0019529|50015658|2018-08-01 17:16:32|01/08/2018 17:51:49|team48|OP1|1|3
T_0019530|50019409|2018-03-08 05:47:24||team48|OP1|0|3
T_0019531|50032781|2018-01-24 23:12:02|24-01-2018 23.51.13|team28|OP2|0|2
T_0019532|50034187|2018-04-24 10:32:01|24/04/2018 11:15:13|team34|OP1|0|2
T_0019533|50043346|2018-02-08 13:10:17|08-02-2018 14.06.14|team90|OP2|0|2
T_0019534|50034265|2018-11-03 13:01:43|03/11/2018 13:53:26|team33|OP1|0|1
T_0019535|50008517|2018-05-21 07:09:17|21/05/2018 07:55:44|team68|OP1|0|2
T_0019536|50006304|2018-08-11 00:19:19|11-08-2018 01.16.36|team33|OP2|0|3
T_0019537|50030505|2018-06-26 17:22:31|26-06-2018 18.09.18|team30|OP2|0|2
T_0019538|50044155|2018-09-10 12:43:52|10-09-2018 13.16.01|team33|OP2|0|1
T_0019539|50008757|2018-04-09 05:43:22|09/04/2018 06:23:21|team48|OP1|0|3
T_0019540|50004431|2018-07-19 16:19:45|19/07/2018 16:54:32|team28|OP1|1|3
T_0019541|50044084|2018-04-25 12:36:43|25-04-2018 13.15.33|team68|OP2|0|3
T_0019542|50032488|2018-10-11 14:40:04||team90|OP1|0|2
T_0019543|50003525|2018-08-25 18:06:25|25-08-2018 18.43.16|team48|OP2|0|1
T_0019544|50036125|2018-05-29 14:57:36|29-05-2018 15.41.17|team56|OP2|0|2
T_0019545|50020487|2018-10-10 22:37:19|10/10/2018 23:30:22|team34|OP1|0|2
T_0019546|50018240|2018-08-10 17:35:48|10-08-2018 18.31.25|team33|OP2|0|2
T_0019547|50012598|2018-06-12 21:57:25|12-06-2018 22.50.34|team48|OP2|0|2
T_0019548|50012901|2018-05-05 11:36:08|05/05/2018 12:30:37|team78|OP1|0|3
T_0019549|50024339|2018-05-01 07:50:25||team90|OP2|0|2
T_0019550|50031008|2018-10-08 05:43:25|08-10-2018 06.40.44|team48|OP2|0|3
T_0019551|50028848|2018-09-19 16:25:46|19-09-2018 17.04.32|team48|OP2|0|2
T_0019552|50018714|2018-07-02 16:28:09|02-07-2018 17.04.36|team30|OP2|0|2
T_0019553|50009441|2018-09-25 23:56:28|26-09-2018 00.34.28|team68|OP2|0|2
T_0019554|50041131|2018-01-26 14:51:29|26-01-2018 15.44.44|team28|OP2|1|3
T_0019555|50047467|2018-07-10 18:22:52|10/07/2018 19:18:42|team78|OP1|0|2
T_0019556|50038748|2018-02-19 11:12:08|19-02-2018 11.53.07|team28|OP2|1|3
T_0019557|50008840|2018-08-24 06:08:17|24-08-2018 07.02.17|team56|OP2|0|2
T_0019558|50029953|2018-06-02 06:37:39|02-06-2018 07.23.24|team78|OP2|0|3
T_0019559|50014370|2018-08-09 13:24:15||team56|OP1|0|2
T_0019560|50002259|2018-01-15 17:44:17|15/01/2018 18:16:29|team78|OP1|0|2
T_0019561|50027378|2018-05-09 10:02:22|09-05-2018 10.33.12|team28|OP2|0|2
T_0019562|50025602|2018-10-29 02:55:32|29/10/2018 03:40:59|team56|OP1|0|2
T_0019563|50019090|2018-03-17 22:59:03|17/03/2018 23:47:16|team68|OP1|0|2
T_0019564|50010377|2018-08-04 19:57:06|04/08/2018 20:48:43|team33|OP1|0|2
T_0019565|50031293|2018-12-28 13:55:22|28/12/2018 14:50:59|team68|OP1|1|3
T_0019566|50030538|2018-01-10 19:46:07||team33|OP1|0|3
T_0019567|50014745|2018-10-29 22:33:43|29/10/2018 23:33:41|team28|OP1|0|3
T_0019568|50004183|2018-09-02 11:17:13|02-09-2018 12.13.48|team48|OP2|0|2
T_0019569|50015204|2018-05-04 23:33:16|05-05-2018 00.06.16|team34|OP2|0|1
T_0019570|50003936|2018-06-06 05:46:58|06/06/2018 06:37:09|team56|OP1|0|3
T_0019571|50019261|2018-09-16 02:42:36|16/09/2018 03:29:24|team30|OP1|0|2
T_0019572|50030492|2018-03-16 01:01:40|16/03/2018 01:54:48|team33|OP1|1|3
T_0019573|50001596|2018-06-30 15:50:16|30/06/2018 16:22:53|team56|OP1|0|3
T_0019574|50018201|2018-10-25 23:24:39|26-10-2018 00.15.59|team78|OP2|0|1
T_0019575|50008915|2018-06-16 11:14:08|16-06-2018 11.56.35|team28|OP2|0|2
T_0019576|50009830|2018-02-25 01:07:02|25/02/2018 02:02:39|team68|OP1|1|3
T_0019577|50042960|2018-03-22 12:26:59||team28|OP2|0|2
T_0019578|50014852|2018-08-02 06:11:06|02/08/2018 07:07:30|team56|OP1|1|3
T_0019579|50038324|2018-03-09 08:22:52|09-03-2018 09.02.35|team90|OP2|0|2
T_0019580|50042873|2018-06-26 05:51:42||team33|OP1|1|3
T_0019581|50011639|2018-09-19 13:48:17|19-09-2018 14.20.13|team90|OP2|1|3
T_0019582|50018447|2018-04-08 17:45:45|08-04-2018 18.44.56|team33|OP2|1|3
T_0019583|50028313|2018-08-15 04:19:29|15-08-2018 05.11.25|team34|OP2|0|3
T_0019584|50020360|2018-10-01 19:31:59|01/10/2018 20:07:55|team56|OP1|0|3
T_0019585|50037625|2018-07-31 15:30:41|31-07-2018 16.16.20|team56|OP2|1|3
T_0019586|50025344|2018-09-25 23:38:13|26/09/2018 00:15:37|team30|OP1|0|3
T_0019587|50004769|2018-11-11 08:12:35|11-11-2018 08.45.55|team90|OP2|1|3
T_0019588|50008536|2018-10-28 11:29:20|28/10/2018 11:59:48|team90|OP1|0|3
T_0019589|50020329|2018-09-15 20:48:54|15/09/2018 21:32:36|team78|OP1|0|2
T_0019590|50045013|2018-12-30 08:11:25|30/12/2018 08:45:22|team90|OP1|0|3
T_0019591|50044105|2018-07-16 12:44:19|16/07/2018 13:29:39|team68|OP1|0|3
T_0019592|50017878|2018-02-08 09:21:18|08-02-2018 10.14.02|team30|OP2|0|3
T_0019593|50028957|2018-08-28 15:39:52|28-08-2018 16.11.52|team48|OP2|0|2
T_0019594|50011110|2018-08-04 14:38:28|04-08-2018 15.33.01|team78|OP2|0|3
T_0019595|50004864|2018-07-23 14:59:43|23-07-2018 15.43.59|team34|OP2|1|3
T_0019596|50047000|2018-02-15 10:53:28|15/02/2018 11:24:04|team56|OP1|1|3
T_0019597|50028457|2018-01-28 10:10:15|28-01-2018 10.54.01|team90|OP2|0|1
T_0019598|50019658|2018-02-17 10:03:05|17-02-2018 10.34.54|team56|OP2|0|2
T_0019599|50000722|2018-01-20 00:22:00||team68|OP1|1|3
T_0019600|50010568|2018-02-23 23:01:04|23-02-2018 23.41.03|team78|OP2|1|3
T_0019601|50025532|2018-06-16 11:49:30|16/06/2018 12:30:17|team68|OP1|0|2
T_0019602|50028033|2018-01-24 15:00:10|24/01/2018 15:38:19|team30|OP1|0|3
T_0019603|50000663|2018-02-21 07:15:41|21-02-2018 08.11.34|team48|OP2|0|3
T_0019604|50001375|2018-01-31 05:01:50|31/01/2018 05:37:35|team78|OP1|0|2
T_0019605|50008966|2018-02-24 08:39:47|24/02/2018 09:24:35|team68|OP1|0|3
T_0019606|50042780|2018-08-12 10:17:03|12-08-2018 10.49.47|team34|OP2|0|2
T_0019607|50031777|2018-08-09 19:11:28|09-08-2018 19.49.57|team68|OP2|0|3
T_0019608|50045065|2018-06-28 22:49:53|28-06-2018 23.37.04|team30|OP2|0|2
T_0019609|50016815|2018-04-19 10:07:11|19/04/2018 10:41:48|team48|OP1|1|3
T_0019610|50020079|2018-10-20 12:43:21|20-10-2018 13.29.04|team56|OP2|0|2
T_0019611|50045195|2018-06-23 20:36:59|23/06/2018 21:27:21|team56|OP1|0|2
T_0019612|50015440|2018-12-20 14:42:17|20/12/2018 15:38:17|team56|OP1|0|3
T_0019613|50036472|2018-11-28 17:20:18|28/11/2018 17:52:13|team48|OP1|0|2
T_0019614|50027002|2018-08-28 12:20:07|28/08/2018 13:04:02|team30|OP1|0|1
T_0019615|50002251|2018-05-02 14:31:21|02-05-2018 15.16.52|team48|OP2|0|3
T_0019616|50008159|2018-06-11 06:30:58|11-06-2018 07.06.16|team90|OP2|0|3
T_0019617|50018222|2018-08-27 07:10:42|27-08-2018 07.44.16|team56|OP2|0|3
T_0019618|50033567|2018-07-16 14:17:59|16/07/2018 14:53:35|team34|OP1|0|1
T_0019619|50030292|2018-04-04 03:27:57|04/04/2018 04:26:29|team48|OP1|0|2
T_0019620|50038909|2018-07-13 15:53:55|13-07-2018 16.24.27|team48|OP2|0|2
T_0019621|50033348|2018-09-03 18:13:21|03/09/2018 19:00:59|team56|OP1|0|2
T_0019622|50045301|2018-03-14 07:02:00|14/03/2018 07:38:45|team30|OP1|1|3
T_0019623|50016680|2018-08-12 08:16:40|12/08/2018 08:48:34|team48|OP1|0|2
T_0019624|50011171|2018-03-04 17:20:43|04-03-2018 18.16.05|team90|OP2|0|3
T_0019625|50016106|2018-11-12 02:03:22||team56|OP1|0|3
T_0019626|50044076|2018-10-21 12:22:51|21/10/2018 13:11:37|team90|OP1|0|3
T_0019627|50045284|2018-08-23 14:43:24|23/08/2018 15:17:06|team33|OP1|0|2
T_0019628|50036502|2018-01-07 12:34:27||team68|OP1|1|3
T_0019629|50048771|2018-10-12 11:21:53|12/10/2018 12:12:22|team33|OP1|1|3
T_0019630|50003851|2018-08-21 08:21:15|21/08/2018 08:59:17|team68|OP1|0|3
T_0019631|50049222|2018-02-06 15:40:23|06-02-2018 16.13.59|team90|OP2|0|2
T_0019632|50035090|2018-03-15 19:48:53|15/03/2018 20:43:27|team28|OP1|0|1
T_0019633|50000752|2018-01-07 23:50:50|08/01/2018 00:28:15|team34|OP1|0|3
T_0019634|50027381|2018-08-09 16:59:18|09-08-2018 17.48.55|team78|OP2|1|3
T_0019635|50023799|2018-02-05 15:58:17|05-02-2018 16.47.06|team48|OP2|0|2
T_0019636|50015691|2018-10-29 08:40:48|29/10/2018 09:18:37|team78|OP1|0|2
T_0019637|50044326|2018-03-18 07:46:43|18-03-2018 08.30.19|team30|OP2|0|2
T_0019638|50013220|2018-10-07 17:01:05|07-10-2018 17.59.30|team78|OP2|0|3
T_0019639|50040656|2018-10-11 01:49:45||team33|OP1|1|3
T_0019640|50008008|2018-12-11 20:07:59|11/12/2018 21:04:13|team90|OP1|0|3
T_0019641|50013592|2018-01-24 04:23:46|24-01-2018 05.06.41|team28|OP2|0|1
T_0019642|50009801|2018-02-27 05:37:14|27/02/2018 06:12:38|team48|OP1|0|2
T_0019643|50040250|2018-06-28 12:22:14|28/06/2018 13:10:31|team90|OP1|0|2
T_0019644|50048806|2018-04-21 09:05:44|21-04-2018 09.43.11|team78|OP2|0|3
T_0019645|50010987|2018-12-22 19:06:19|22/12/2018 19:43:58|team28|OP1|0|3
T_0019646|50043850|2018-04-17 07:27:14|17/04/2018 08:26:52|team30|OP1|0|2
T_0019647|50035640|2018-10-27 17:22:46|27/10/2018 18:07:25|team33|OP1|1|3
T_0019648|50047243|2018-02-26 02:28:01|26-02-2018 03.23.12|team30|OP2|0|1
T_0019649|50011950|2018-01-03 11:11:12|03/01/2018 11:49:39|team78|OP1|1|3
T_0019650|50011236|2018-09-26 08:43:23|26/09/2018 09:24:09|team48|OP1|1|3
T_0019651|50022141|2018-05-03 14:17:23|03/05/2018 15:01:03|team30|OP1|0|2
T_0019652|50002544|2018-05-13 05:46:11|13-05-2018 06.20.34|team90|OP2|0|3
T_0019653|50021964|2018-08-14 01:30:47|14/08/2018 02:10:17|team28|OP1|1|3
T_0019654|50030304|2018-11-04 19:43:02|04/11/2018 20:37:41|team48|OP1|0|2
T_0019655|50021575|2018-02-23 19:28:17|23-02-2018 20.27.23|team68|OP2|0|3
T_0019656|50006263|2018-06-04 20:24:33|04-06-2018 21.08.52|team33|OP2|0|3
T_0019657|50031237|2018-04-15 13:23:48|15-04-2018 14.16.59|team33|OP2|0|2
T_0019658|50004870|2018-03-03 01:44:18|03/03/2018 02:18:27|team68|OP1|1|3
T_0019659|50014148|2018-11-26 04:22:32|26/11/2018 05:20:19|team68|OP1|0|3
T_0019660|50027726|2018-01-30 06:07:08|30/01/2018 07:04:48|team48|OP1|1|3
T_0019661|50036625|2018-12-07 05:39:58|07/12/2018 06:31:22|team68|OP1|1|3
T_0019662|50005061|2018-08-20 21:12:11|20/08/2018 21:43:33|team68|OP1|0|2
T_0019663|50032217|2018-01-13 02:46:35|13/01/2018 03:21:12|team78|OP1|0|3
T_0019664|50042689|2018-02-03 17:36:19|03-02-2018 18.12.31|team48|OP2|1|3
T_0019665|50019144|2018-04-14 08:51:04||team68|OP2|0|2
T_0019666|50007691|2018-03-25 07:47:41|25/03/2018 08:38:43|team33|OP1|0|3
T_0019667|50007926|2018-09-05 20:11:51|05-09-2018 20.51.19|team56|OP2|0|3
T_0019668|50008298|2018-09-02 07:14:53|02-09-2018 07.47.57|team30|OP2|0|2
T_0019669|50009744|2018-03-29 03:55:39|29-03-2018 04.43.32|team68|OP2|0|3
T_0019670|50045692|2018-02-28 07:11:36|28/02/2018 07:55:08|team90|OP1|0|1
T_0019671|50011671|2018-03-04 08:26:44|04/03/2018 09:10:56|team34|OP1|0|2
T_0019672|50038826|2018-07-08 11:36:56|08/07/2018 12:16:40|team68|OP1|1|3
T_0019673|50005159|2018-12-07 08:47:46|07-12-2018 09.35.10|team78|OP2|0|3
T_0019674|50028614|2018-03-18 00:22:23|18/03/2018 01:06:42|team56|OP1|0|3
T_0019675|50030980|2018-04-14 07:08:41|14-04-2018 07.56.17|team90|OP2|0|2
T_0019676|50040604|2018-09-25 17:09:36|25-09-2018 17.58.40|team48|OP2|0|2
T_0019677|50002569|2018-12-08 16:17:58||team78|OP1|0|3
T_0019678|50040227|2018-10-24 02:45:16|24/10/2018 03:25:51|team78|OP1|0|2
T_0019679|50013040|2018-10-28 21:02:34|28/10/2018 21:39:25|team33|OP1|0|3
T_0019680|50036228|2018-05-31 17:45:45|31-05-2018 18.21.23|team90|OP2|0|3
T_0019681|50007222|2018-01-13 06:13:59|13-01-2018 07.09.56|team68|OP2|0|2
T_0019682|50038733|2018-04-10 14:07:10|10/04/2018 14:47:12|team48|OP1|0|2
T_0019683|50030989|2018-06-28 03:20:24|28/06/2018 04:08:59|team48|OP1|0|2
T_0019684|50023394|2018-02-23 15:23:55|23/02/2018 16:18:26|team28|OP1|0|1
T_0019685|50046361|2018-05-17 20:32:44|17/05/2018 21:07:43|team78|OP1|0|2
T_0019686|50039321|2018-04-09 12:00:49|09-04-2018 12.56.20|team48|OP2|1|3
T_0019687|50008494|2018-08-17 18:51:55|17/08/2018 19:25:39|team56|OP1|0|3
T_0019688|50037111|2018-08-25 08:55:54|25-08-2018 09.30.18|team48|OP2|0|3
T_0019689|50011179|2018-06-10 17:21:34|10-06-2018 18.03.31|team68|OP2|0|2
T_0019690|50008781|2018-01-01 13:00:22|01/01/2018 13:43:03|team90|OP1|0|3
T_0019691|50008130|2018-01-16 20:24:57||team33|OP1|0|2
T_0019692|50031055|2018-04-22 04:57:51|22-04-2018 05.33.10|team30|OP2|0|2
T_0019693|50020395|2018-05-08 03:51:24|08-05-2018 04.44.04|team78|OP2|0|2
T_0019694|50045767|2018-10-02 18:33:03|02-10-2018 19.09.29|team68|OP2|0|2
T_0019695|50049079|2018-11-18 21:55:00|18/11/2018 22:54:50|team56|OP1|0|3
T_0019696|50017442|2018-09-21 02:10:52|21-09-2018 03.05.16|team90|OP2|0|3
T_0019697|50024118|2018-04-08 18:51:53|08-04-2018 19.35.00|team28|OP2|0|2
T_0019698|50003750|2018-10-21 21:57:24|21/10/2018 22:55:58|team78|OP1|0|1
T_0019699|50017887|2018-04-19 23:49:19||team28|OP1|0|1
T_0019700|50014478|2018-01-31 20:43:50|31-01-2018 21.42.03|team68|OP2|0|2
T_0019701|50033759|2018-01-30 13:22:42||team78|OP2|0|2
T_0019702|50033222|2018-03-24 06:15:05|24-03-2018 07.05.39|team33|OP2|0|3
T_0019703|50037846|2018-05-08 02:37:00|08/05/2018 03:10:16|team78|OP1|0|3
T_0019704|50034741|2018-12-17 04:52:03||team34|OP1|0|1
T_0019705|50027097|2018-02-19 11:05:34|19/02/2018 11:58:14|team78|OP1|0|1
T_0019706|50034084|2018-06-09 09:34:06|09/06/2018 10:12:56|team34|OP1|0|3
T_0019707|50041308|2018-05-06 18:51:24|06-05-2018 19.48.42|team78|OP2|0|2
T_0019708|50018018|2018-04-15 12:25:08|15/04/2018 13:14:25|team56|OP1|0|3
T_0019709|50003542|2018-11-18 13:48:35|18-11-2018 14.47.13|team33|OP2|0|2
T_0019710|50018740|2018-02-04 17:13:13|04/02/2018 17:50:45|team34|OP1|0|3
T_0019711|50037038|2018-08-05 00:05:18|05/08/2018 00:38:22|team90|OP1|0|1
T_0019712|50049796|2018-03-06 16:04:28|06/03/2018 16:51:18|team48|OP1|1|3
T_0019713|50020950|2018-10-22 22:41:43|22/10/2018 23:22:24|team56|OP1|0|2
T_0019714|50023823|2018-03-20 02:32:41|20/03/2018 03:32:33|team56|OP1|0|2
T_0019715|50019427|2018-12-21 03:55:46|21/12/2018 04:46:46|team33|OP1|0|1
T_0019716|50032844|2018-09-19 08:21:23|19-09-2018 09.00.08|team68|OP2|0|2
T_0019717|50034343|2018-12-19 23:53:11|20-12-2018 00.31.59|team68|OP2|0|1
T_0019718|50021165|2018-07-18 07:50:36|18/07/2018 08:30:55|team90|OP1|0|3
T_0019719|50013606|2018-02-20 14:58:53|20-02-2018 15.58.10|team28|OP2|0|2
T_0019720|50026846|2018-03-01 17:37:01|01-03-2018 18.32.33|team56|OP2|0|2
T_0019721|50028767|2018-12-16 23:32:04|17/12/2018 00:02:19|team56|OP1|1|3
T_0019722|50037801|2018-03-10 15:39:45|10/03/2018 16:33:05|team78|OP1|0|2
T_0019723|50037639|2018-05-14 15:04:38||team33|OP2|0|3
T_0019724|50022224|2018-07-13 17:41:23|13/07/2018 18:37:40|team34|OP1|0|1
T_0019725|50001602|2018-08-26 11:14:19|26/08/2018 11:54:47|team78|OP1|1|3
T_0019726|50047774|2018-08-23 17:22:23|23-08-2018 18.21.13|team30|OP2|1|3
T_0019727|50001748|2018-09-06 15:04:46|06/09/2018 15:49:49|team34|OP1|1|3
T_0019728|50011180|2018-05-05 08:42:23|05-05-2018 09.24.26|team34|OP2|1|3
T_0019729|50038486|2018-09-10 06:34:42|10/09/2018 07:06:39|team56|OP1|0|3
T_0019730|50016268|2018-03-22 18:02:28|22/03/2018 18:42:06|team33|OP1|0|1
T_0019731|50032161|2018-09-13 10:21:36|13/09/2018 10:59:32|team68|OP1|0|2
T_0019732|50042458|2018-06-14 11:31:15|14-06-2018 12.29.47|team34|OP2|0|3
T_0019733|50024147|2018-10-03 20:08:43|03/10/2018 20:56:08|team33|OP1|0|3
T_0019734|50005359|2018-10-07 01:14:42||team30|OP2|1|3
T_0019735|50000635|2018-12-03 20:44:24|03-12-2018 21.27.23|team48|OP2|0|2
T_0019736|50011993|2018-02-08 22:12:24|08-02-2018 22.51.39|team56|OP2|0|3
T_0019737|50035927|2018-06-09 15:52:28|09-06-2018 16.27.50|team78|OP2|0|2
T_0019738|50007120|2018-09-07 20:25:53|07-09-2018 21.15.44|team34|OP2|0|3
T_0019739|50005909|2018-06-23 23:26:28|24-06-2018 00.19.33|team90|OP2|0|1
T_0019740|50041114|2018-12-15 00:20:01|15-12-2018 00.58.49|team90|OP2|0|3
T_0019741|50035528|2018-04-28 09:14:18|28-04-2018 10.06.26|team33|OP2|1|3
T_0019742|50019325|2018-07-08 11:18:59|08-07-2018 12.00.23|team56|OP2|0|3
T_0019743|50036304|2018-10-17 06:30:46|17-10-2018 07.09.12|team68|OP2|0|3
T_0019744|50020375|2018-04-28 23:02:10|28/04/2018 23:32:31|team68|OP1|0|3
T_0019745|50046121|2018-04-20 19:23:23|20/04/2018 20:20:26|team34|OP1|0|2
T_0019746|50016407|2018-03-24 16:36:40|24/03/2018 17:09:26|team33|OP1|1|3
T_0019747|50010212|2018-01-01 15:56:11|01-01-2018 16.37.07|team56|OP2|1|3
T_0019748|50034655|2018-04-10 05:01:51|10/04/2018 05:58:26|team78|OP1|0|2
T_0019749|50031945|2018-12-24 03:57:47|24-12-2018 04.48.07|team33|OP2|0|1
T_0019750|50047278|2018-08-19 14:48:50|19-08-2018 15.40.24|team34|OP2|1|3
T_0019751|50045746|2018-05-07 08:20:39|07-05-2018 09.10.56|team90|OP2|0|2
T_0019752|50000842|2018-02-09 19:27:05|09-02-2018 20.09.54|team34|OP2|0|2
T_0019753|50046724|2018-08-27 14:45:59|27/08/2018 15:42:42|team30|OP1|0|2
T_0019754|50006560|2018-12-30 00:42:30|30-12-2018 01.16.14|team48|OP2|0|2
T_0019755|50022638|2018-06-29 13:09:20|29/06/2018 13:56:48|team34|OP1|1|3
T_0019756|50014080|2018-12-18 11:11:38||team48|OP2|0|2
T_0019757|50013722|2018-01-17 13:16:11|17-01-2018 13.48.36|team30|OP2|0|3
T_0019758|50034431|2018-02-04 11:22:01|04-02-2018 12.20.50|team28|OP2|0|1
T_0019759|50034662|2018-07-14 00:28:16|14/07/2018 01:00:37|team48|OP1|0|1
T_0019760|50035041|2018-04-22 05:45:22|22-04-2018 06.19.55|team33|OP2|1|3
T_0019761|50033750|2018-04-03 04:05:24|03/04/2018 04:36:20|team34|OP1|0|3
T_0019762|50037674|2018-05-27 17:01:01|27-05-2018 18.00.22|team48|OP2|0|1
T_0019763|50024754|2018-11-18 16:20:40|18-11-2018 17.19.42|team78|OP2|1|3
T_0019764|50011446|2018-01-15 21:22:03|15/01/2018 21:55:56|team78|OP1|0|3
T_0019765|50020134|2018-05-05 19:53:44|05-05-2018 20.31.58|team33|OP2|0|2
T_0019766|50041013|2018-06-27 21:30:49|27-06-2018 22.21.27|team33|OP2|0|3
T_0019767|50013188|2018-09-19 04:48:15|19-09-2018 05.19.07|team56|OP2|0|3
T_0019768|50039177|2018-03-29 21:51:21|29-03-2018 22.38.56|team30|OP2|0|3
T_0019769|50013750|2018-10-21 20:15:48|21-10-2018 20.49.04|team48|OP2|1|3
T_0019770|50039695|2018-03-28 22:51:02|28-03-2018 23.43.00|team30|OP2|0|3
T_0019771|50024369|2018-11-09 18:26:19|09-11-2018 19.08.43|team90|OP2|0|2
T_0019772|50022383|2018-04-23 10:40:29|23/04/2018 11:29:11|team68|OP1|0|1
T_0019773|50019473|2018-10-07 04:18:48|07/10/2018 04:53:31|team28|OP1|0|2
T_0019774|50023684|2018-08-26 18:14:01|26/08/2018 18:44:03|team34|OP1|0|3
T_0019775|50025628|2018-03-27 16:25:54|27/03/2018 17:07:12|team48|OP1|1|3
T_0019776|50021965|2018-05-21 14:52:55|21-05-2018 15.33.01|team34|OP2|0|3
T_0019777|50007716|2018-03-18 05:33:00|18/03/2018 06:08:43|team30|OP1|1|3
T_0019778|50027692|2018-07-24 12:06:02|24/07/2018 13:03:53|team90|OP1|0|1
T_0019779|50034202|2018-09-25 20:53:23|25-09-2018 21.26.44|team30|OP2|0|2
T_0019780|50020170|2018-03-02 06:12:55|02/03/2018 07:10:26|team28|OP1|0|2
T_0019781|50020435|2018-06-22 12:39:46|22-06-2018 13.31.11|team90|OP2|0|3
T_0019782|50041077|2018-05-26 00:05:13|26/05/2018 00:39:43|team28|OP1|0|3
T_0019783|50048986|2018-07-24 00:00:39|24/07/2018 00:38:58|team68|OP1|0|1
T_0019784|50033705|2018-08-10 02:37:17||team78|OP2|1|3
T_0019785|50011622|2018-05-27 07:09:21|27-05-2018 07.45.21|team78|OP2|0|2
T_0019786|50035829|2018-10-27 08:02:18||team56|OP1|1|3
T_0019787|50038086|2018-12-24 02:41:44|24-12-2018 03.16.49|team28|OP2|0|3
T_0019788|50004739|2018-12-05 18:25:48|05-12-2018 19.05.32|team48|OP2|0|3
T_0019789|50045477|2018-04-08 07:10:53|08-04-2018 07.41.46|team56|OP2|0|3
T_0019790|50011460|2018-02-02 19:15:18|02/02/2018 19:47:57|team56|OP1|0|3
T_0019791|50029553|2018-06-03 04:56:10|03-06-2018 05.42.16|team78|OP2|0|2
T_0019792|50014812|2018-02-17 09:23:41|17-02-2018 10.08.11|team30|OP2|1|3
T_0019793|50048490|2018-10-27 16:52:07|27/10/2018 17:26:40|team68|OP1|0|2
T_0019794|50035680|2018-05-02 11:22:21|02/05/2018 11:52:47|team34|OP1|0|3
T_0019795|50017582|2018-01-23 01:19:20|23/01/2018 02:01:14|team30|OP1|0|3
T_0019796|50044243|2018-10-29 00:24:23|29/10/2018 01:09:14|team28|OP1|0|2
T_0019797|50044036|2018-04-13 12:37:24|13/04/2018 13:28:10|team34|OP1|0|2
T_0019798|50028921|2018-04-13 19:17:48|13/04/2018 20:12:05|team78|OP1|0|2
T_0019799|50030396|2018-02-19 22:22:22|19-02-2018 22.58.20|team30|OP2|0|2
T_0019800|50030475|2018-12-24 06:50:57|24/12/2018 07:27:45|team33|OP1|0|2
T_0019801|50000856|2018-10-21 07:07:28|21-10-2018 07.47.23|team78|OP2|1|3
T_0019802|50047052|2018-05-12 20:52:39|12-05-2018 21.34.10|team48|OP2|0|2
T_0019803|50038272|2018-07-13 04:07:38|13/07/2018 05:02:09|team30|OP1|0|2
T_0019804|50049833|2018-01-28 08:57:00|28/01/2018 09:49:20|team30|OP1|0|2
T_0019805|50010521|2018-11-15 15:22:24|15-11-2018 16.16.03|team30|OP2|0|1
T_0019806|50031183|2018-01-02 21:54:03|02-01-2018 22.45.02|team30|OP2|1|3
T_0019807|50035635|2018-03-02 01:14:58||team68|OP2|0|1
T_0019808|50035226|2018-03-28 12:04:33|28/03/2018 13:01:02|team28|OP1|0|3
T_0019809|50030480|2018-12-29 07:17:10|29-12-2018 08.00.48|team78|OP2|0|2
T_0019810|50048450|2018-01-29 00:48:02||team28|OP2|0|2
T_0019811|50028750|2018-04-24 21:13:40|24/04/2018 21:53:26|team30|OP1|0|2
T_0019812|50003932|2018-03-18 19:20:17|18/03/2018 19:59:49|team48|OP1|0|3
T_0019813|50000954|2018-06-09 18:10:49|09/06/2018 18:59:06|team28|OP1|0|2
T_0019814|50002773|2018-11-26 08:44:20|26-11-2018 09.22.18|team48|OP2|0|2
